client_id,process_step,logons_6_mnth,calls_6_mnth,engagement_score,clnt_tenure_yr,clnt_age,gendr,num_accts,bal
5349495,12,96.0,60.0,168.0,21.0,74.5,M,2.0,371843.85
2934738,12,96.0,60.0,168.0,15.0,67.5,M,2.0,44368.35
8291015,12,96.0,60.0,168.0,13.0,65.0,F,2.0,131976.95
4498379,12,96.0,60.0,168.0,20.0,47.0,F,2.0,118330.81
2032061,10,90.0,60.0,160.0,33.0,65.5,M,3.0,206605.36
6458249,10,90.0,60.0,160.0,21.0,50.5,F,4.0,356455.89
447087,16,96.0,48.0,160.0,15.0,56.0,M,2.0,52209.27
4803418,10,90.0,60.0,160.0,6.0,44.5,M,3.0,40190.85
7857846,10,90.0,60.0,160.0,16.0,65.0,M,2.0,54532.13
6503101,10,90.0,60.0,160.0,16.0,61.5,F,2.0,122661.95
3995877,10,90.0,60.0,160.0,20.0,71.0,M,3.0,173900.99
4010608,10,90.0,60.0,160.0,21.0,65.5,M,4.0,1560901.44
5949212,10,90.0,60.0,160.0,15.0,63.0,M,3.0,102910.58
1928114,10,90.0,60.0,160.0,23.0,66.5,M,2.0,391164.09
9790646,10,90.0,60.0,160.0,22.0,66.0,M,2.0,116351.07
9309863,10,90.0,60.0,160.0,15.0,47.0,M,2.0,29698.65
1331131,10,90.0,60.0,160.0,15.0,42.5,M,2.0,33342.57
4862577,10,90.0,60.0,160.0,5.0,61.0,F,2.0,27619.91
1054786,10,90.0,60.0,160.0,11.0,29.0,M,3.0,156511.13
1943018,10,90.0,60.0,160.0,10.0,64.0,F,2.0,55377.58
4815171,10,90.0,60.0,160.0,15.0,54.5,M,3.0,249727.91
8688236,16,96.0,48.0,160.0,12.0,59.0,M,2.0,62202.03
7645179,10,90.0,60.0,160.0,21.0,60.0,F,3.0,172544.13
928670,10,90.0,60.0,160.0,20.0,52.0,F,2.0,30782.96
6241575,10,90.0,60.0,160.0,32.0,61.5,M,4.0,1211293.59
7000955,10,90.0,60.0,160.0,12.0,59.5,F,2.0,119809.85
7219287,16,96.0,48.0,160.0,14.0,57.5,F,2.0,106858.77
4237729,10,90.0,60.0,160.0,9.0,36.0,F,3.0,147993.51
9189325,10,90.0,60.0,160.0,5.0,57.0,F,2.0,176505.09000000003
6439990,10,90.0,60.0,160.0,22.0,72.0,M,3.0,714096.2200000001
2395794,10,90.0,60.0,160.0,12.0,65.0,F,2.0,37576.06
117032,10,90.0,60.0,160.0,10.0,59.5,M,2.0,298122.4
2101802,10,90.0,60.0,160.0,8.0,67.0,F,2.0,658986.15
5583950,10,90.0,60.0,160.0,21.0,75.5,M,4.0,296577.31
8943833,10,90.0,60.0,160.0,26.0,65.5,F,2.0,777945.31
6373497,10,90.0,60.0,160.0,20.0,73.5,F,2.0,279370.87
6789339,10,90.0,60.0,160.0,5.0,50.5,F,2.0,109684.17
7363252,10,90.0,60.0,160.0,9.0,26.5,M,3.0,310278.29
5889228,13,91.0,52.0,156.0,24.0,54.5,F,3.0,367714.29
5071519,13,91.0,52.0,156.0,16.0,59.5,F,3.0,371702.34
7349993,13,104.0,39.0,156.0,4.0,67.0,F,4.0,3155270.33
6731265,13,91.0,52.0,156.0,13.0,69.5,F,2.0,171623.61
8322275,13,91.0,52.0,156.0,12.0,59.5,M,2.0,74091.66
2200779,13,91.0,52.0,156.0,14.0,53.5,M,2.0,65066.47
381660,13,91.0,52.0,156.0,15.0,65.5,F,2.0,224315.59000000003
6348982,13,91.0,52.0,156.0,5.0,31.5,F,4.0,68162.23
8413362,13,91.0,52.0,156.0,5.0,63.0,M,2.0,351845.31
6055544,11,88.0,55.0,154.0,15.0,53.5,M,2.0,221271.91
9633586,14,98.0,42.0,154.0,18.0,68.0,M,4.0,1351397.42
498135,11,88.0,55.0,154.0,20.0,66.0,F,2.0,41205.72
1198944,11,88.0,55.0,154.0,14.0,30.5,M,2.0,43874.49
6906248,11,88.0,55.0,154.0,14.0,37.5,M,3.0,622422.17
187326,11,88.0,55.0,154.0,18.0,59.0,M,2.0,136955.9
9828910,11,88.0,55.0,154.0,15.0,40.0,M,3.0,143513.01
8476794,11,88.0,55.0,154.0,6.0,21.0,M,2.0,26117.35
663690,17,136.0,0.0,153.0,20.0,45.5,F,3.0,539182.66
8123250,19,95.0,38.0,152.0,20.0,57.0,F,3.0,123520.48
8964089,19,95.0,38.0,152.0,12.0,58.0,M,2.0,131302.99
5687944,19,95.0,38.0,152.0,20.0,59.5,F,3.0,85555.64
8454778,15,90.0,45.0,150.0,13.0,54.0,M,2.0,92697.86
4276503,10,90.0,50.0,150.0,35.0,80.0,M,3.0,224178.33
3454682,29,116.0,0.0,145.0,8.0,66.0,M,2.0,26877.31
908415,9,81.0,54.0,144.0,20.0,49.5,M,3.0,49728.23
1993088,12,84.0,48.0,144.0,23.0,61.0,M,2.0,280727.91
3308752,9,81.0,54.0,144.0,24.0,66.5,F,2.0,91695.35
6345753,9,81.0,54.0,144.0,10.0,66.5,F,2.0,338881.69
438567,9,81.0,54.0,144.0,15.0,38.0,M,2.0,89161.51999999999
616089,18,90.0,36.0,144.0,23.0,53.5,M,2.0,545807.08
5552624,9,81.0,54.0,144.0,15.0,59.0,M,2.0,665530.7100000001
9982215,18,90.0,36.0,144.0,11.0,50.5,F,2.0,116619.85
1610905,9,81.0,54.0,144.0,19.0,73.5,F,2.0,233820.57
787956,9,81.0,54.0,144.0,10.0,33.5,M,2.0,40317.35
1632385,12,84.0,48.0,144.0,9.0,61.5,M,2.0,48844.03999999999
7191059,9,81.0,54.0,144.0,16.0,58.0,M,3.0,128952.11
585872,9,81.0,54.0,144.0,12.0,56.0,F,3.0,232363.83
2489994,9,81.0,54.0,144.0,8.0,56.0,F,2.0,41334.45
7882579,9,81.0,54.0,144.0,15.0,64.0,F,2.0,349972.62
318831,12,84.0,48.0,144.0,10.0,65.0,F,2.0,65693.7
1512189,9,81.0,54.0,144.0,6.0,64.5,F,2.0,261993.0
5849813,12,84.0,48.0,144.0,13.0,34.0,F,3.0,101810.17
281100,12,84.0,48.0,144.0,15.0,57.0,M,2.0,47380.01
3790866,9,81.0,54.0,144.0,21.0,61.5,M,3.0,1014212.15
579500,12,84.0,48.0,144.0,27.0,65.5,F,2.0,69745.35
3458847,18,90.0,36.0,144.0,13.0,60.5,F,3.0,100116.27
6528518,9,81.0,54.0,144.0,23.0,72.5,M,3.0,73939.20999999999
6063632,9,81.0,54.0,144.0,17.0,70.0,M,4.0,344249.63
1769222,12,84.0,48.0,144.0,26.0,21.5,M,2.0,71205.54000000001
4110494,9,81.0,54.0,144.0,24.0,58.0,M,3.0,1683901.75
7812830,9,81.0,54.0,144.0,9.0,58.5,M,2.0,434123.54
9848708,9,81.0,54.0,144.0,24.0,50.5,M,2.0,356956.07
347861,9,81.0,54.0,144.0,9.0,32.5,F,2.0,31470.71
8576384,9,81.0,54.0,144.0,9.0,58.5,F,3.0,703895.2300000001
8787074,9,81.0,54.0,144.0,9.0,51.5,F,2.0,66106.1
9466333,18,90.0,36.0,144.0,4.0,54.5,F,2.0,252737.98
7051612,9,81.0,54.0,144.0,22.0,27.0,F,2.0,41434.09
5432669,9,81.0,54.0,144.0,11.0,53.5,M,2.0,262983.54
4626329,12,84.0,48.0,144.0,14.0,41.5,F,3.0,56647.05
1696602,12,84.0,48.0,144.0,9.0,60.0,F,2.0,103587.59
6785480,9,81.0,54.0,144.0,12.0,57.0,F,2.0,132595.19
8103192,9,81.0,54.0,144.0,8.0,62.0,F,2.0,228901.18
7544362,12,84.0,48.0,144.0,16.0,45.5,F,2.0,24872.46
480458,9,81.0,54.0,144.0,20.0,66.0,F,2.0,110088.46
5917716,9,81.0,54.0,144.0,15.0,68.0,M,2.0,83497.73
158047,9,81.0,54.0,144.0,18.0,55.5,M,2.0,68700.53
1009461,9,81.0,54.0,144.0,20.0,38.5,M,3.0,177556.62
5092713,9,81.0,54.0,144.0,19.0,25.5,M,2.0,100216.05
8219471,9,81.0,54.0,144.0,22.0,67.5,M,2.0,56658.33
6480575,9,81.0,54.0,144.0,29.0,51.5,F,3.0,74454.95999999999
256277,9,81.0,54.0,144.0,20.0,83.0,M,4.0,619057.99
21522,9,81.0,54.0,144.0,4.0,65.0,F,2.0,76748.89
4251910,9,81.0,54.0,144.0,18.0,65.0,M,3.0,440045.89
1711882,10,80.0,50.0,140.0,13.0,56.0,M,2.0,38882.68
9080796,10,80.0,50.0,140.0,10.0,24.0,M,2.0,78553.53
8985808,10,80.0,50.0,140.0,12.0,50.0,F,2.0,123193.81
8223918,10,80.0,50.0,140.0,8.0,83.5,F,2.0,81549.26999999999
2653428,10,80.0,50.0,140.0,9.0,58.5,M,2.0,330810.19
2512762,14,84.0,42.0,140.0,11.0,71.5,M,2.0,44193.98
1581087,14,84.0,42.0,140.0,8.0,56.0,M,2.0,93002.49
9597731,10,90.0,40.0,140.0,11.0,61.5,F,2.0,88580.20999999999
5995279,10,80.0,50.0,140.0,10.0,56.0,F,2.0,24382.58
2836104,14,84.0,42.0,140.0,11.0,62.5,F,2.0,36907.57
7060854,10,80.0,50.0,140.0,15.0,54.0,F,2.0,292510.95
2010554,14,84.0,42.0,140.0,19.0,65.0,M,2.0,58469.6
1610544,17,85.0,34.0,136.0,8.0,69.5,M,3.0,58194.43
7230446,17,85.0,34.0,136.0,6.0,62.0,M,2.0,58778.11
3495838,11,77.0,44.0,132.0,19.0,59.0,M,3.0,246375.35
3704180,11,77.0,44.0,132.0,16.0,71.0,M,2.0,23819.6
9395104,11,77.0,44.0,132.0,9.0,62.5,F,2.0,259861.62
6552948,11,77.0,44.0,132.0,9.0,28.0,F,2.0,76424.67
7909257,11,77.0,44.0,132.0,9.0,57.5,F,2.0,89745.8
5618429,22,88.0,22.0,132.0,14.0,55.0,M,2.0,34785.56
6212370,11,77.0,44.0,132.0,15.0,64.5,M,2.0,26531.06
8692087,11,77.0,44.0,132.0,14.0,60.5,F,3.0,85826.9
187902,13,78.0,39.0,130.0,8.0,53.0,F,2.0,95526.97
7627941,13,78.0,39.0,130.0,10.0,46.0,M,2.0,74598.51999999999
3544228,13,78.0,39.0,130.0,9.0,70.0,F,2.0,33105.34
6251498,8,72.0,48.0,128.0,16.0,67.5,M,2.0,102114.8
8527227,8,72.0,48.0,128.0,8.0,69.5,F,2.0,383152.68
4826866,8,72.0,48.0,128.0,7.0,41.0,F,2.0,84329.17
6163995,8,72.0,48.0,128.0,16.0,37.5,F,2.0,57485.49
6098949,8,72.0,48.0,128.0,13.0,27.0,F,3.0,50642.9
9651925,8,72.0,48.0,128.0,15.0,62.5,M,2.0,1044879.91
5308474,8,72.0,48.0,128.0,29.0,65.5,F,2.0,99180.12
7063240,8,72.0,48.0,128.0,20.0,57.5,M,2.0,574571.55
9600763,8,72.0,48.0,128.0,13.0,64.5,M,2.0,60807.89
9587681,8,72.0,48.0,128.0,23.0,62.0,M,2.0,416404.73
5125164,8,72.0,48.0,128.0,14.0,47.5,F,2.0,148680.14
3988911,8,72.0,48.0,128.0,24.0,81.0,M,2.0,683984.38
6444119,8,72.0,48.0,128.0,9.0,58.0,F,2.0,174568.19
3797377,8,72.0,48.0,128.0,24.0,70.5,M,2.0,1096133.5
6353212,8,72.0,48.0,128.0,8.0,24.5,F,2.0,66894.45
3076748,8,72.0,48.0,128.0,9.0,67.5,M,2.0,201475.81
7338123,8,72.0,48.0,128.0,7.0,23.5,M,2.0,26436.73
8719839,16,80.0,32.0,128.0,14.0,65.5,F,2.0,117177.28
5640823,8,72.0,48.0,128.0,11.0,30.5,F,3.0,65468.67
7323706,8,72.0,48.0,128.0,5.0,59.0,F,4.0,529708.93
8711331,8,72.0,48.0,128.0,14.0,52.5,M,3.0,379494.63
8709700,8,72.0,48.0,128.0,12.0,32.5,M,2.0,60097.75
1575010,8,72.0,48.0,128.0,10.0,64.0,F,2.0,137327.12
1287719,8,72.0,48.0,128.0,18.0,78.0,M,2.0,62548.44
7464456,8,72.0,48.0,128.0,8.0,63.5,M,2.0,351811.22
2613481,8,72.0,48.0,128.0,14.0,69.0,M,2.0,96744.79
2480090,8,72.0,48.0,128.0,17.0,55.0,M,2.0,142088.09999999998
3317639,8,72.0,48.0,128.0,15.0,67.5,M,2.0,130970.54
2319928,8,72.0,48.0,128.0,5.0,65.5,M,2.0,67098.38
4469300,8,72.0,48.0,128.0,7.0,57.0,F,2.0,38630.13
7389040,8,72.0,48.0,128.0,17.0,64.0,M,2.0,66572.67
7352107,8,72.0,48.0,128.0,12.0,29.0,F,2.0,50801.39
4903514,8,72.0,48.0,128.0,14.0,62.5,M,2.0,59376.29
3709487,8,72.0,48.0,128.0,10.0,64.5,M,2.0,284996.24
5802843,8,72.0,48.0,128.0,20.0,45.5,F,3.0,62648.31
3571531,8,72.0,48.0,128.0,15.0,73.5,M,2.0,162483.63
6901495,16,80.0,32.0,128.0,34.0,67.0,M,2.0,57098.4
6683397,8,72.0,48.0,128.0,10.0,71.5,M,2.0,752748.5
8440164,16,80.0,32.0,128.0,11.0,53.0,M,2.0,90172.41
109662,8,72.0,48.0,128.0,17.0,54.5,M,2.0,177964.89
6305830,8,72.0,48.0,128.0,34.0,67.5,F,2.0,769985.11
7405457,8,72.0,48.0,128.0,13.0,50.0,F,2.0,110136.59
83795,8,72.0,48.0,128.0,15.0,71.5,F,2.0,206570.43
6369210,8,72.0,48.0,128.0,12.0,59.0,M,2.0,33690.1
7208214,8,72.0,48.0,128.0,25.0,83.5,M,2.0,247628.99
8585568,8,72.0,48.0,128.0,5.0,53.5,F,3.0,46785.27
3346987,8,72.0,48.0,128.0,6.0,64.5,F,2.0,260593.43
1106303,8,72.0,48.0,128.0,9.0,29.5,F,2.0,55976.26
4556323,8,72.0,48.0,128.0,9.0,28.5,M,2.0,67921.26
5783227,8,72.0,48.0,128.0,33.0,51.5,M,2.0,112348.45
2016715,9,72.0,45.0,126.0,24.0,74.0,M,2.0,111847.34
1433299,9,72.0,45.0,126.0,5.0,38.5,M,2.0,41387.35
2824575,9,72.0,45.0,126.0,21.0,59.0,M,2.0,49235.32
9323014,9,72.0,45.0,126.0,15.0,65.0,M,2.0,66801.7
611119,9,72.0,45.0,126.0,10.0,65.5,M,3.0,229491.31
5128835,21,84.0,21.0,126.0,14.0,57.0,F,2.0,37214.46
185675,9,72.0,45.0,126.0,19.0,68.5,F,2.0,99672.15
4316328,9,72.0,45.0,126.0,34.0,68.0,F,2.0,68188.98
7247228,9,72.0,45.0,126.0,14.0,59.5,F,2.0,124613.42
9409779,9,72.0,45.0,126.0,14.0,33.0,M,2.0,54929.48
1347409,9,72.0,45.0,126.0,14.0,37.5,M,2.0,64983.59
3004249,9,72.0,45.0,126.0,12.0,34.5,M,2.0,84351.06
4283717,9,72.0,45.0,126.0,16.0,64.0,F,2.0,74338.51999999999
9273417,9,72.0,45.0,126.0,23.0,74.0,F,2.0,70876.51
4053786,9,72.0,45.0,126.0,15.0,50.0,M,2.0,25372.88
5867754,9,72.0,45.0,126.0,21.0,53.5,M,2.0,141292.91999999998
9510802,9,72.0,45.0,126.0,14.0,31.5,M,2.0,29275.23
826259,9,72.0,45.0,126.0,8.0,28.5,F,2.0,72384.70999999999
2825450,12,72.0,36.0,120.0,12.0,54.0,F,2.0,79716.29000000001
7707422,10,70.0,40.0,120.0,22.0,44.5,F,2.0,74360.0
